word1, word2, weight
algae, light, 1
political, power, 2
opus, day, 1
asskisser, loser, 1
cuneiform, cheese, 1
political, vfdvsdfv, 1
intangible, dream, 1
sensational, party, 1
political, rivals, 1
waterfront, cottage, 1
slacking, line, 1
awl, line, 1
chelsea, cheese, 3
supplier, cheese, 1
clearness, light, 1
buckethead, loser, 1
christman, cheese, 1
population, party, 1
winter, break, 1
buoyancy, light, 1
kitchen, dream, 1
bangalore, cottage, 1
interrogate, light, 1
dazed, light, 2
revere, dream, 1
occasionally, party, 1
maladroit, loser, 1
toolbar, loser, 1
miller, cheese, 1
crated, cheese, 1
emcees, cheese, 1
postpartum, party, 1
limousine, line, 1
unblock, break, 1
arise, day, 1
cards, cake, 1
chaise, cheese, 1
bashing, party, 1
cottage, cotswolds, 1
openers, line, 1
blast, party, 3
leftist, party, 1
regale, spot, 1
barrow, dream, 1
snivelling, loser, 1
cheated, loser, 2
centered, line, 1
tent, party, 1
addictive, cheese, 2
peninsular, line, 1
loos, loser, 1
dislodged, throat, 2
sealant, line, 1
cottage, canada, 1
turnoff, light, 2
brainstorming, line, 1
camden, cheese, 1
emc, light, 1
microwaves, cheese, 1
toasters, cheese, 1
wonderwall, dream, 1
conformist, loser, 1
runny, cheese, 1
job, day, 1
zepplin, line, 1
hosed, loser, 1
panacea, dream, 1
single, loser, 2
political, agenda, 1
knighthood, day, 1
inflamed, sore, 5
wowee, loser, 1
wiggly, party, 1
interpolate, line, 1
suprise, trick, 1
elephant, dream, 1
truckstop, light, 1
miff, sore, 1
opening, line, 3
party, naughty, 1
traps, cheese, 1
spot, g, 1
misalign, dream, 1
hardball, line, 1
line, old, 1
pouter, party, 1
whose, cheese, 1
beddingfield, dream, 1
watershed, line, 1
narcotics, party, 1
choking, throat, 3
litters, loser, 1
disabled, line, 1
slant, line, 1
seniority, party, 1
stick, cheese, 1
disorganized, party, 1
lackey, loser, 1
blotches, spot, 1
pavarotti, cheese, 1
stage, light, 3
incessant, light, 1
lucerne, swiss, 2
aggrieved, sore, 1
cheques, cheese, 1
line, wspinaczka, 1
creamy, cake, 2
sideways, cake, 1
convoy, line, 1
execution, day, 1
translator, loser, 1
sads, light, 1
fandango, light, 2
burnett, dream, 1
cheese, saganoff, 1
purposeless, loser, 1
freakazoid, loser, 1
hologram, light, 1
dinner, cheese, 1
billows, cake, 1
loosy, loser, 1
nihilist, loser, 1
rapster, loser, 1
irritable, sore, 1
inie, line, 1
hoobastank, party, 1
raspy, cheese, 1
whitened, light, 1
lustre, light, 1
chokes, throat, 2
roughness, dream, 1
gaffer, light, 1
acids, party, 1
ipo, day, 1
products, cheese, 1
cheesey, cheese, 5
eyer, line, 1
wakeful, day, 1
erectors, line, 1
evenness, cake, 1
darkies, light, 1
snowflake, light, 1
irradiate, light, 1
rambo, loser, 1
spot, ink, 1
scored, party, 1
rationale, line, 1
lighters, light, 1
transmission, line, 1
boil, sore, 1
irritant, sore, 1
ellipses, line, 1
annul, break, 1
fishin, line, 2
riotous, party, 1
scoops, cheese, 1
party, drunk, 2
accelerating, break, 1
spectra, light, 5
vicinity, spot, 1
imperfection, loser, 1
thorpe, throat, 1
homestar, light, 1
wrack, break, 1
lina, line, 1
uttered, throat, 1
tilts, light, 1
specialty, cake, 1
piehole, cake, 1
angling, line, 1
rolf, throat, 1
craggy, break, 1
break, fracture, 1
plight, light, 2
imposition, loser, 1
demeaning, loser, 1
yummies, cake, 2
chimps, party, 1
phasers, light, 2
demolishing, break, 2
scrapbook, party, 1
participation, loser, 1
aviators, loser, 1
pinkeye, sore, 1
bogeyman, dream, 1
phillidelphia, cheese, 5
grilling, cheese, 2
condescending, loser, 1
dazzles, light, 1
brood, dream, 2
fluff, cheese, 1
laborer, day, 4
ulna, throat, 1
heaviness, light, 1
rockstar, party, 1
speciality, cake, 1
zips, line, 1
electrics, spot, 1
bruising, sore, 1
untitled, loser, 1
congrats, party, 2
surprises, cake, 1
sullen, sore, 1
futility, loser, 1
eyepiece, party, 1
rising, cake, 1
larder, cheese, 1
deux, party, 1
sharps, cheese, 1
beggar, day, 1
lorraine, cheese, 3
grits, day, 1
sprinkles, cake, 8
cake, coke, 2
jaimie, loser, 1
lori, loser, 1
political, issue, 1
suprise, honey, 1
freedom, dream, 1
sensitivity, light, 1
weeps, sore, 2
unimaginable, dream, 1
republican, loser, 2
flimsy, break, 1
inventor, loser, 1
territories, dream, 1
festoon, party, 1
aware, dream, 1
dream, song, 1
position, political, 1
mothy, light, 1
warmest, spot, 1
dams, break, 1
translucency, light, 2
segments, break, 1
drawn, line, 1
drunkenness, party, 1
lemonade, party, 1
drug, loser, 1
overdressed, party, 2
unilateral, line, 2
appear, light, 1
ecologist, loser, 1
aquaman, loser, 2
political, campaing, 1
hic, loser, 1
break, repare, 1
dimmed, light, 4
ideas, light, 2
startled, light, 1
cottage, countyr, 1
cheesed, cheese, 2
d, day, 1
cottage, vacation, 1
sunglasses, light, 1
sparky, cake, 1
unluck, loser, 1
cheese, smile, 3
juarez, day, 1
cottage, mmm, 1
lecherous, cheese, 1
imprison, break, 1
workers, day, 2
acid, loser, 1
chefs, cheese, 1
patagonia, cake, 1
cheese, photograph, 2
whipcream, cake, 1
artifical, light, 1
neutral, party, 1
party, retarded, 1
yeltsin, spot, 1
westley, cheese, 1
doings, party, 1
spot, the, 1
stooge, loser, 1
laptops, light, 1
rossi, cheese, 1
darkwave, light, 1
riverside, cottage, 2
shortened, cake, 1
assembler, line, 2
styrofoam, break, 1
disconnect, break, 2
spot, cot, 1
implausible, cheese, 1
saturation, light, 1
dais, day, 1
unqualified, loser, 2
satanism, dream, 1
chamois, cheese, 1
subway, line, 1
thrashed, party, 1
lacks, loser, 1
outnumbered, loser, 1
sore, hurts, 1
crackle, break, 2
ineffectual, loser, 1
wring, throat, 2
lightbulbs, break, 1
conventions, political, 1
phail, loser, 1
cheese, food, 2
toed, line, 1
pathway, light, 1
spat, spot, 1
homemade, cake, 4
humiliation, loser, 1
enjoyed, cake, 1
sprat, break, 1
silver, light, 1
feint, light, 1
surprises, party, 1
viking, line, 1
quay, line, 1
abba, swiss, 1
chism, break, 1
mcgriddle, cake, 1
delores, day, 1
poisoned, cake, 1
cookbook, cheese, 1
partytime, cake, 1
rosen, loser, 1
highlights, light, 1
strudel, cake, 2
unfettered, cheese, 2
delphia, cheese, 1
cigar, light, 2
gaynor, loser, 1
builders, dream, 1
cape, day, 1
representatives, political, 1
palm, line, 1
chad, loser, 1
loosens, loser, 1
dream, land, 1
decreases, light, 1
amend, break, 1
decorating, party, 5
file, cake, 2
imaginary, line, 1
topped, cake, 1
houseboat, dream, 1
olden, day, 1
ampere, light, 1
roomba, cake, 1
operas, light, 1
undergrad, party, 1
breadsticks, cheese, 1
diet, break, 1
pyre, light, 1
site, spot, 1
nu, day, 1
dream, childhood, 1
newyear, day, 1
shiny, day, 1
day, green, 1
caked, cheese, 1
remote, throat, 1
bulbous, light, 1
leukocytes, light, 1
goverment, cheese, 2
treat, cake, 1
squadron, party, 1
slicing, cake, 1
railway, line, 6
freshman, loser, 1
marajuana, dream, 1
moonbeams, light, 1
enthusiast, loser, 1
cheesey, swiss, 2
aunts, cake, 1
follow, spot, 1
oblongata, cheese, 1
spot, pimple, 1
dream, er, 1
delegate, political, 1
diplomacy, political, 2
oxy, spot, 1
cottage, thatched, 2
narcotic, dream, 1
releases, party, 1
polystyrene, light, 1
losings, loser, 1
storyline, line, 1
stopsign, break, 1
casts, line, 1
meaty, cake, 1
faults, break, 1
pothead, loser, 2
mirror, light, 1
gloaming, day, 1
sundays, day, 2
mable, cake, 1
toppers, party, 1
broadcasts, line, 1
owie, day, 1
munches, cheese, 1
greece, cheese, 1
celebrate, day, 3
oversize, break, 1
grenades, light, 1
carefree, light, 1
poolside, party, 2
spoil, cheese, 1
thin, line, 4
circuitry, day, 1
havok, break, 1
collective, party, 1
agency, political, 1
gabber, line, 1
cling, cheese, 1
arousal, cake, 1
fancy, day, 1
unrequited, dream, 1
comma, break, 1
jung, dream, 2
packing, light, 2
clydesdale, cheese, 2
eateries, cake, 1
booed, loser, 1
vinagrette, light, 1
alpine, swiss, 2
anthology, cheese, 1
whinney, loser, 1
petite, cheese, 1
jailed, break, 1
cake, portal, 3
bower, line, 1
rowed, line, 1
intersected, line, 1
connects, line, 1
helper, cheese, 1
cheese, monkey, 1
eclaires, cake, 1
zurich, cheese, 1
flipped, party, 1
millenia, party, 1
light, tower, 1
favorite, loser, 1
dropped, line, 1
transvestite, party, 1
objector, spot, 1
rosin, cake, 1
breakup, break, 1
exuberance, party, 1
luster, light, 1
extort, dream, 1
longest, line, 1
cake, kitchen, 1
party, event, 1
teleport, dream, 1
amusing, party, 1
effects, light, 2
drinks, break, 1
pleasure, spot, 1
angel, cake, 1
polyglot, loser, 1
cheat, cheese, 1
chasm, break, 1
xtc, party, 1
thrasher, break, 1
notepad, line, 1
quiznos, cheese, 1
stuttgart, cheese, 1
walker, day, 2
hight, light, 2
party, hell, 1
plate, cheese, 1
datum, day, 1
chunk, light, 1
dottie, spot, 2
piza, cheese, 1
hungover, party, 2
coulda, cheese, 1
tribunal, political, 1
political, scandal, 2
lure, light, 1
institutional, party, 1
lowell, light, 1
warcraft, loser, 1
gorge, cake, 1
perforated, line, 1
furry, loser, 1
rollergirl, party, 1
seals, break, 1
undo, break, 1
theatre, dream, 1
perve, loser, 1
collard, cheese, 1
turns, line, 1
miser, loser, 1
linebacker, line, 1
rubber, cheese, 1
party, dude, 1
escorts, party, 1
fevers, dream, 1
structured, day, 1
break, make, 1
cottage, pillage, 1
spot, point, 1
segmentation, break, 1
goodness, light, 1
cheeseball, cake, 1
devours, cake, 1
muskrats, cottage, 1
rightwing, party, 2
lasers, loser, 1
youthful, party, 1
cottage, craven, 1
feast, day, 1
dingleberry, cheese, 1
ehm, throat, 1
wot, light, 1
crawdaddy, spot, 1
fines, line, 1
nigger, cake, 1
staccato, line, 1
curving, line, 2
gh, light, 1
impair, break, 1
assclown, party, 1
pinwheel, cheese, 1
sufferer, loser, 1
jobless, loser, 3
foretold, dream, 1
coolio, loser, 1
ramming, throat, 1
flagellum, throat, 1
collapse, break, 2
spreader, cheese, 1
bloated, cake, 1
legal, party, 1
mooch, loser, 1
macs, break, 1
pretzel, cheese, 3
smother, cheese, 1
delightful, cake, 1
nauseating, cheese, 1
flasher, party, 1
breed, line, 1
mockery, spot, 1
finishing, line, 4
light, electric, 2
dashed, dream, 1
shocker, suprise, 1
screwup, loser, 1
romanian, cheese, 1
rentee, loser, 1
velcro, swiss, 1
sororities, party, 1
independent, day, 4
nye, party, 1
junkies, political, 1
product, line, 2
overloaded, light, 1
lucius, light, 1
rumba, cake, 1
hummous, cheese, 2
gays, party, 1
springy, light, 1
dysfunctional, break, 1
embarassing, cheese, 1
muchachos, cheese, 1
perfect, day, 2
labourer, light, 1
dammed, spot, 1
parttime, party, 1
couples, cake, 1
thanksgivings, day, 1
firecrackers, light, 1
swiss, clean, 1
stinks, cheese, 1
sourest, loser, 1
transistors, light, 1
gouge, throat, 1
beagles, cheese, 1
on, line, 1
newbie, loser, 1
noticeable, spot, 1
stinky, dream, 1
ecstacy, party, 1
paxil, light, 1
evenly, cake, 1
motives, cheese, 1
timesaver, light, 1
grody, day, 1
deadhead, loser, 1
secure, line, 1
lamest, day, 1
clother, day, 1
krieg, light, 1
etiquette, party, 1
pose, cheese, 1
cloves, light, 1
authors, dream, 1
rushed, break, 1
unconciousness, dream, 1
lindbergh, cheese, 1
openoffice, cheese, 1
nanometers, light, 1
indiscriminate, cheese, 1
rejoicing, party, 1
culture, cheese, 1
thrills, cheese, 1
gaucho, cake, 1
operators, line, 1
quicksort, spot, 1
cords, line, 1
flop, loser, 1
eyesight, light, 1
radical, day, 1
pooping, party, 1
party, loud, 1
popcorn, cheese, 1
chains, break, 2
pattern, line, 1
freaked, cake, 1
clubs, party, 8
light, speed, 2
mensa, loser, 1
johannesburg, cheese, 1
fevers, light, 1
ranks, line, 1
dream, reality, 1
stinking, cheese, 2
pinta, party, 1
churned, cheese, 1
fran, cheese, 1
cheese, pickles, 1
mud, party, 1
mire, break, 1
continuum, line, 1
hypochondriac, loser, 1
chiles, loser, 1
blissful, dream, 1
bended, light, 1
crumbly, break, 1
machos, cheese, 1
bigtime, party, 1
whopping, party, 1
movement, party, 1
supercop, party, 1
swedes, swiss, 1
timetable, break, 1
regatta, party, 1
heartache, break, 3
narrative, line, 1
slogans, cheese, 1
parity, party, 1
flopped, cake, 1
reunions, party, 1
bluenose, loser, 1
judging, day, 1
impass, break, 1
filters, light, 1
bailer, loser, 1
cloony, loser, 1
cheese, roll, 1
nightwish, light, 1
imogen, light, 1
wistful, dream, 1
twilight, day, 1
ronde, cheese, 1
offside, line, 1
pipedream, dream, 2
sale, day, 1
overclocked, swiss, 1
noticable, spot, 1
suprise, misspell, 1
vectors, line, 1
tarnish, break, 1
whisp, light, 1
loser, out, 1
extremist, political, 2
draws, line, 1
recipient, cake, 1
partridge, party, 2
spot, top, 2
jubilation, party, 1
decode, break, 2
clown, party, 3
match, line, 1
stanky, cheese, 1
trifle, cake, 5
pepsi, light, 1
rat, cheese, 1
pipes, dream, 2
gloss, cake, 1
briar, cheese, 1
compulse, cheese, 1
warthog, day, 2
screen, light, 2
is, cake, 1
feasting, break, 1
indecisive, loser, 1
illegals, party, 1
fettucini, cheese, 1
stripper, day, 1
grooving, party, 1
facile, light, 1
ices, cake, 1
thanx, loser, 1
misuse, break, 4
alcohol, party, 1
vandalize, break, 2
mayfly, day, 2
maw, throat, 1
defrosted, cake, 1
companion, cake, 1
anodes, throat, 1
landing, party, 3
prepares, loser, 1
gon, loser, 1
dream, pure, 1
leah, cake, 1
guided, line, 1
commands, line, 1
footed, cake, 1
peni, cheese, 1
throat, bird, 1
mellon, party, 1
savants, day, 1
potamus, cheese, 1
adopted, loser, 1
farts, light, 1
terrace, cottage, 1
knob, cheese, 1
cheapen, light, 1
wrenching, cake, 1
webdesign, loser, 1
warhammer, loser, 1
referendum, party, 1
curry, cake, 1
froggie, cheese, 1
scene, light, 1
rotini, cheese, 1
spotless, spot, 1
lady, day, 2
vegeta, cheese, 1
dormatory, party, 1
squeezed, spot, 2
break, heart, 2
glads, cheese, 1
abigail, party, 1
break, interlude, 1
doily, cake, 1
spa, break, 1
airflow, line, 1
configure, break, 1
prairie, day, 1
doughnut, cake, 1
remainder, cake, 1
lemon, party, 2
painless, sore, 1
bruhaha, party, 1
deceiver, dream, 1
removable, cottage, 1
sugars, cake, 1
functions, party, 1
foto, light, 1
eating, cheese, 1
peta, cheese, 3
textures, light, 1
probation, loser, 1
astrologer, loser, 1
dusted, cake, 1
smorgasbord, cheese, 2
stunts, break, 1
columbo, day, 1
oo, suprise, 1
smile, day, 1
living, dream, 1
marcio, cheese, 1
blacklight, dream, 1
alliance, party, 2
fulfilling, cheese, 1
humorless, loser, 2
ligament, cheese, 1
crabman, cake, 1
sore, cock, 1
quasar, light, 1
perennial, loser, 1
conquerer, loser, 1
pantry, cake, 1
happiness, cheese, 1
coffin, break, 1
wonderer, dream, 1
hart, break, 1
amendments, cheese, 1
bulgaria, cheese, 1
untruthful, cake, 1
burning, cheese, 1
mourn, day, 1
cheese, pie, 1
consumes, cheese, 1
fiberglass, break, 1
jafar, cake, 3
ladybirds, spot, 1
wart, spot, 1
weener, loser, 1
drops, cake, 2
deluded, dream, 2
tegan, party, 1
everyman, dream, 1
poisoning, cheese, 1
tint, light, 1
subdued, light, 1
justify, line, 1
real, cheese, 1
teamspeak, party, 1
chested, light, 1
paralyze, break, 1
recon, party, 1
carob, cake, 2
swiss, cheesse, 1
cake, cock, 1
quark, cheese, 3
mcduck, break, 1
hyphenate, break, 1
lindbergh, cake, 1
screech, break, 1
spot, damned, 1
glads, throat, 1
written, line, 1
leggy, cheese, 1
landing, light, 1
saur, sore, 1
outrageous, party, 1
mixing, cake, 6
gasped, throat, 1
puffman, cheese, 1
infront, line, 1
reposes, break, 1
bias, line, 1
sparkler, cake, 1
jello, cake, 1
polling, day, 1
hazelnuts, cheese, 1
dryers, cheese, 1
swedish, cheese, 1
hellish, day, 1
enlightens, light, 1
sicky, day, 1
nighttime, day, 3
minefield, political, 1
throat, mike, 1
emoticon, loser, 1
tuxedo, party, 1
wounds, sore, 3
towards, light, 2
bliss, cake, 1
whet, dream, 1
jubilee, line, 3
misled, cheese, 1
schism, party, 1
exclamations, cheese, 1
tomorrows, day, 1
knowitall, cheese, 1
crunches, sore, 1
worrying, day, 1
linda, day, 1
montego, cheese, 1
overnight, party, 4
charlie, cheese, 1
crabtree, cake, 1
keepers, cottage, 1
steak, cheese, 1
unlimited, party, 1
carefully, cheese, 1
commemorate, day, 1
itching, spot, 1
farrow, spot, 1
spacer, line, 1
beuller, cake, 1
dieing, light, 1
circumcision, sore, 1
flitter, light, 1
kneecap, sore, 1
polyp, spot, 1
break, apart, 2
ballons, party, 8
bubs, light, 1
leadership, suprise, 1
sarkozy, loser, 1
line, washing, 1
varsity, loser, 1
slums, party, 1
backdown, cheese, 1
chips, cheese, 2
florence, light, 1
highschool, party, 1
sore, rectum, 1
pirouette, cake, 1
zamboni, cheese, 1
city, break, 1
surfboards, break, 1
flames, light, 1
meringue, cake, 1
bondage, party, 1
linden, cake, 1
trace, light, 1
catering, cake, 1
winder, line, 1
light, downy, 1
boozehound, loser, 1
belize, cheese, 1
nazi, party, 3
braun, light, 1
bough, break, 2
sweetroll, swiss, 1
spoiling, cheese, 1
podiatrist, cheese, 1
hoser, cake, 1
pickle, cake, 1
rotary, line, 1
strangles, cheese, 1
walked, cake, 1
stopsign, light, 1
divides, line, 1
gal, party, 1
shoes, spot, 1
political, leanings, 1
subconciousness, dream, 1
enchillada, cheese, 1
