word1, word2, weight
wahooo, party, 1
womans, day, 1
featherweight, light, 9
light, leigh, 1
golda, cheese, 1
cheapskate, loser, 2
position, spot, 1
tostitos, cheese, 1
soho, light, 1
cuckold, loser, 1
cake, mud, 1
bosh, party, 1
catgut, line, 1
spred, cheese, 1
wild, party, 1
duh, loser, 2
cartoonist, loser, 1
donuts, cake, 2
temperture, cake, 1
terracotta, cheese, 2
arty, party, 4
hootenanny, party, 2
summy, day, 1
batchelor, party, 1
stewards, loser, 1
arseholes, cheese, 1
sheds, light, 1
casserole, cheese, 2
beer, party, 2
draco, loser, 1
codependent, loser, 1
filtering, light, 1
discourage, break, 1
organise, party, 2
sleezebag, loser, 1
that, sore, 1
lattitude, line, 1
peasy, cheese, 1
robbery, break, 1
seperated, line, 1
disrespected, loser, 1
throat, sing, 3
wean, cheese, 1
ohh, suprise, 1
mixtures, cake, 3
minutemen, loser, 1
dislocation, break, 2
featherlight, cake, 1
argento, cheese, 1
sabbatical, break, 5
blackness, light, 1
cherries, cake, 1
defending, line, 1
mandel, line, 2
deferred, dream, 1
litehouse, light, 2
continious, line, 1
skid, break, 1
revered, loser, 1
boar, sore, 1
interrogator, light, 1
hyperbolic, loser, 1
killjoy, loser, 1
hullabaloo, party, 1
pasty, light, 1
madera, cake, 1
whimsical, light, 1
doritoes, cheese, 1
lurid, dream, 1
manboy, loser, 1
midwinter, break, 1
kucinich, loser, 1
levees, break, 1
playtime, party, 1
panda, light, 1
appetizer, cheese, 1
photogenic, cheese, 1
line, delineate, 1
intercession, break, 2
sweety, cake, 1
chilling, loser, 1
lag, line, 1
returns, line, 1
thirtieth, day, 3
centaurs, cake, 1
dressing, cheese, 1
bumps, sore, 1
lalalala, loser, 1
greta, cheese, 3
rochester, cheese, 2
throat, suck, 2
yellow, line, 1
blare, light, 1
revelry, party, 8
tonsilectomy, throat, 3
emits, light, 3
fision, break, 1
uninvited, loser, 3
anarchists, loser, 1
wreckers, break, 1
paralell, line, 2
testies, sore, 1
maso, cheese, 1
robinson, swiss, 4
disappearing, light, 1
shredding, cheese, 1
slicer, cheese, 2
recheck, break, 1
lightener, light, 1
earliest, day, 3
achingly, sore, 4
unobtainable, cheese, 1
filaments, light, 2
framing, light, 1
benched, break, 1
lew, loser, 1
slight, cake, 1
light, sunny, 1
bakers, swiss, 1
caucus, political, 2
inauguration, day, 1
dooms, day, 2
arrange, line, 1
goddamit, loser, 1
labourer, day, 1
lumpia, cheese, 1
wolfhound, cheese, 1
blackpool, party, 2
aurelius, light, 1
disloyalty, break, 1
marcy, day, 1
bakelite, cake, 1
pimpin, spot, 1
dribbler, throat, 1
extension, line, 1
brea, cheese, 1
occurence, spot, 1
backs, break, 1
catering, party, 1
luminates, light, 1
tightened, throat, 1
frottage, cottage, 1
personification, dream, 1
antlion, party, 1
party, gala, 1
queso, cheese, 10
buca, cheese, 1
pack, light, 2
emcee, party, 2
buracracy, political, 1
districts, line, 1
radial, light, 1
ballroom, party, 1
frivolous, light, 2
zipp, line, 2
antionette, cake, 1
klick, cheese, 1
sabotage, break, 3
eggshells, break, 1
deepens, throat, 1
cates, cake, 1
aggasi, cheese, 1
beonce, dream, 1
filet, cheese, 1
dragonflies, light, 1
casket, party, 1
flashlight, light, 18
framboise, cheese, 1
precession, line, 1
hohoh, cake, 1
holliday, party, 1
meatballs, cheese, 1
yams, cake, 1
alina, line, 1
adagio, cheese, 1
paths, light, 1
diffusion, break, 1
dram, loser, 1
day, satan, 1
fondue, swiss, 2
chewable, cheese, 1
glanced, spot, 1
ooze, sore, 1
libertarianism, political, 1
hallucinating, dream, 2
collector, cake, 1
caution, light, 1
underfucked, loser, 1
inuit, light, 1
kek, cake, 1
failer, loser, 2
cheerful, loser, 1
haga, cheese, 1
parting, party, 1
gird, throat, 1
keuken, cake, 1
schooling, day, 1
political, assumptions, 1
fraternities, party, 1
cake, cup, 3
lox, cheese, 1
bauhaus, party, 1
suprise, jump, 3
mood, light, 1
cay, day, 2
hut, cottage, 1
welder, spot, 1
sore, ache, 2
junta, party, 1
camenbert, cheese, 3
sweetener, cake, 1
macbeth, spot, 1
location, spot, 2
political, control, 1
beefs, cake, 2
clouds, dream, 1
fixit, break, 2
evite, party, 1
underqualified, loser, 1
drawback, line, 1
tecate, light, 1
creedance, break, 1
antigravity, light, 1
unencumbered, light, 1
spiel, line, 2
billboard, party, 1
helvetica, swiss, 2
collette, cottage, 1
haagen, light, 1
blotchy, spot, 1
ethical, political, 1
maples, cake, 1
vee, spot, 1
punted, loser, 1
owww, sore, 2
restful, day, 1
breeches, break, 1
loyalist, party, 2
ephemera, day, 1
contrasts, light, 2
cinderella, dream, 2
mmhmmm, cake, 1
unmixed, cake, 1
query, line, 1
carbonara, cheese, 1
anion, cheese, 1
panel, light, 1
express, line, 1
inns, cottage, 2
political, gummer, 1
decorated, party, 1
lichtenstein, cheese, 1
rota, cheese, 2
flugelhorn, swiss, 1
break, brake, 2
mid, line, 1
graces, cheese, 1
romane, cheese, 1
decorative, cake, 1
torry, party, 1
beryllium, light, 1
dunderhead, loser, 1
prepubescent, light, 1
cafeteria, line, 1
iridescent, light, 7
lumiere, light, 4
breese, cheese, 2
hypocrit, loser, 1
siestas, party, 1
unleaded, light, 1
expected, suprise, 1
rayon, light, 2
produce, cheese, 2
worthless, loser, 2
scion, light, 1
afflicted, sore, 1
guard, swiss, 2
quanta, light, 2
fuckhead, loser, 1
busiest, day, 1
nonfat, light, 1
starshine, light, 1
invitations, party, 1
bachelorettes, party, 1
postgrad, loser, 1
dhabi, day, 1
penalty, spot, 1
uncultured, cheese, 1
voicebox, throat, 1
brouhaha, party, 2
carrott, cake, 1
cake, yummy, 2
party, hats, 3
politican, dream, 1
laundrette, loser, 1
bug, light, 1
imagenation, dream, 1
preakness, party, 1
tendonitis, sore, 2
loser, double, 1
soirees, party, 2
boisterious, party, 1
intermingle, party, 2
ultraviolent, light, 1
loser, big, 1
halcyon, light, 1
kindle, light, 3
deamons, day, 1
solstice, day, 1
drinkers, party, 1
crummy, day, 1
cakey, cake, 1
cut, cheese, 2
provost, cheese, 1
eharmony, loser, 1
unicorn, dream, 1
opera, light, 1
razer, light, 1
saddo, loser, 1
squirting, cheese, 1
dingus, day, 1
hates, cake, 1
lavern, light, 1
wray, light, 1
vagabond, loser, 1
crystals, break, 2
tungsten, light, 1
center, line, 1
lucidly, dream, 1
carlson, political, 1
stark, light, 1
oozing, sore, 4
footed, light, 2
sore, hans, 1
derby, day, 3
starring, suprise, 1
wonderbread, cake, 1
revel, party, 4
smashers, break, 1
celibrate, party, 1
sticky, cake, 1
annual, day, 1
defuse, light, 2
osmium, light, 1
goto, line, 1
timer, day, 1
hullaballoo, party, 1
bloc, party, 2
chipping, cake, 1
farrel, light, 1
skylight, light, 1
goodtime, party, 2
gingers, cake, 1
bunyan, sore, 2
eyelids, sore, 1
nicest, day, 1
pavlova, cake, 2
frosh, party, 1
buns, cake, 1
hair, line, 1
confection, cake, 3
distinguished, loser, 1
ciggies, cake, 1
hotsauce, cheese, 1
floated, dream, 1
lilting, light, 1
boozing, dream, 1
dimmest, light, 2
creamcheese, cottage, 1
backrub, sore, 1
pwd, loser, 1
born, loser, 1
europeans, cheese, 1
brindle, cheese, 1
burgur, cheese, 1
dumper, loser, 1
flunky, loser, 2
cheese, ball, 3
warty, party, 2
ocelot, spot, 1
baseline, line, 1
burritto, cheese, 1
surprise, cake, 4
hollywood, dream, 1
raucous, party, 1
reformed, party, 1
hearty, cake, 1
marconi, cheese, 2
teardown, break, 1
placer, spot, 1
schule, day, 1
comeback, line, 1
uniting, break, 1
mot, cheese, 1
chucking, cheese, 1
suis, swiss, 1
moderate, light, 1
inventions, light, 2
louse, loser, 1
chocholate, cake, 1
chasez, cheese, 1
mapping, dream, 1
dream, awake, 1
intubate, throat, 1
chedda, cheese, 3
ampule, light, 1
frottage, cheese, 1
seam, break, 1
crust, cake, 1
toyland, party, 2
dreamcatcher, dream, 1
footset, break, 1
deficiency, loser, 1
political, ambition, 1
gutless, loser, 2
station, break, 1
respite, break, 6
line, srtait, 1
widest, spot, 1
achey, sore, 1
washout, loser, 3
aides, political, 1
crampy, sore, 1
emptyhanded, party, 1
spectrometer, light, 1
sampling, cheese, 1
dotted, spot, 3
rash, spot, 1
phillipino, cheese, 1
doily, party, 1
liberal, political, 1
alligned, line, 2
brightest, dream, 1
flikr, light, 1
reddened, sore, 1
reflux, throat, 1
lumpen, light, 1
leash, line, 1
breakers, break, 1
softs, spot, 1
bhudda, loser, 1
party, demoscene, 1
guides, line, 2
clarity, light, 1
jafa, cake, 1
recruiting, party, 1
koffie, break, 1
borden, line, 1
hamam, cheese, 1
stage, break, 1
sor, loser, 1
seraphim, dream, 1
intravenous, line, 1
rift, break, 1
hysterectomy, sore, 1
break, now, 1
withdrawn, loser, 1
hymen, break, 3
repulsive, loser, 1
blintzes, cheese, 2
told, cake, 1
eighteenth, day, 1
scarface, sore, 1
eliza, day, 1
liens, line, 1
starfox, line, 1
handed, light, 1
singles, party, 2
lilt, light, 2
braked, break, 1
stromboli, cheese, 1
soarer, sore, 1
squigley, line, 1
wonderfully, dream, 1
philadelpha, cheese, 1
sombre, light, 1
swiss, gay, 1
demoralize, break, 1
oesophagus, throat, 1
sauces, cheese, 1
slumbers, party, 2
infraction, light, 1
mandolin, cheese, 1
political, donkey, 1
percieve, dream, 1
hashish, party, 1
latitudinal, line, 1
beaming, light, 5
kaka, cake, 2
party, fuck, 3
prevalent, spot, 1
first, light, 1
carefree, day, 1
fantastique, dream, 1
fridge, light, 2
neural, swiss, 1
gday, spot, 1
slooooow, day, 1
suprise, big, 1
previous, day, 2
outragous, party, 1
definite, line, 1
airy, day, 1
unnoticed, loser, 1
cassock, cheese, 1
fantasize, dream, 3
pickups, line, 2
titanium, light, 1
halloween, party, 5
tomorow, day, 2
kilowatts, light, 1
funtime, party, 1
slithery, cheese, 1
alma, cake, 1
blocks, cheese, 1
grower, party, 1
shortfall, loser, 1
gooood, day, 1
flecked, spot, 1
idealist, cheese, 1
donavan, loser, 1
landry, day, 1
carole, cheese, 1
yeesh, cheese, 1
cottage, chesse, 1
sorority, party, 2
omlet, cake, 1
tuesdays, day, 3
scandal, political, 2
feathers, light, 2
dud, spot, 1
splints, break, 1
calzone, cheese, 3
reel, line, 1
diffused, light, 1
extravagant, party, 3
antisocial, loser, 1
break, release, 1
mingles, party, 1
fiftys, party, 1
voice, throat, 2
sleepwalk, dream, 1
wooooo, party, 2
parmesean, cheese, 3
stretch, break, 1
suprise, disaster, 1
blamer, loser, 1
newyear, party, 1
marinade, cheese, 1
siestas, break, 1
flout, break, 1
correctness, political, 7
engulfed, light, 1
fox, light, 1
introductions, party, 1
scoundrel, loser, 1
unconcentrated, light, 1
pauline, day, 1
age, cheese, 1
line, streight, 1
political, politik, 1
kaas, cheese, 1
windsor, cheese, 1
establishment, political, 1
halucination, dream, 2
swissair, cheese, 1
neitzche, swiss, 1
inferior, loser, 1
mongoloid, loser, 1
atonement, day, 1
lester, cheese, 2
nam, loser, 1
marking, line, 1
overcast, day, 1
bathers, cake, 1
blackheads, spot, 1
blintz, cheese, 1
shatters, break, 1
propeller, light, 1
koon, cheese, 1
tonsillectomy, throat, 1
spatter, spot, 1
highlights, spot, 1
pacifists, swiss, 1
suprise, depress, 1
limits, loser, 1
camper, day, 1
swordsman, loser, 1
midnight, party, 2
deflects, light, 1
margaritaville, party, 1
laminar, light, 1
entertained, party, 1
ion, light, 1
seigfried, cheese, 1
politie, political, 1
salvage, break, 1
nites, day, 1
cheese, provolone, 1
irwin, cheese, 1
undefined, line, 2
cheetoes, cheese, 2
proletariate, political, 1
knighted, day, 1
dissemble, break, 1
strumpets, swiss, 1
marxists, political, 1
chuckle, cheese, 1
kritofferson, cake, 1
twentyfour, day, 1
deepest, throat, 1
fixup, break, 2
letterman, cheese, 1
straightens, line, 1
versailles, party, 1
chandler, light, 5
opportunity, break, 1
everlasting, light, 2
too, day, 1
mystify, dream, 1
deflector, light, 1
yoke, light, 2
worsted, day, 1
yardwork, light, 1
nice, day, 1
afterglow, light, 3
encrust, cheese, 1
damages, break, 2
epiglotis, throat, 1
pops, spot, 1
comingle, party, 1
juda, cheese, 1
tofu, cheese, 5
festival, day, 1
layer, cheese, 1
thickburger, cheese, 1
graduating, day, 1
beatuiful, day, 1
saddening, day, 1
secretaries, day, 1
indentation, line, 1
facture, break, 1
idealism, dream, 2
wilder, party, 1
surrealism, dream, 1
lampoons, light, 1
stag, loser, 1
laboring, day, 1
finished, cake, 1
jimmies, cake, 1
gyped, cheese, 1
invented, cheese, 1
glamourous, party, 1
food, cake, 3
polariod, party, 1
grates, cheese, 2
subconsious, dream, 1
cofee, break, 1
gaol, line, 1
cheese, puff, 1
lieu, cheese, 1
fremont, cheese, 1
sweedish, swiss, 1
arrays, light, 1
fatuous, day, 1
launcher, dream, 1
francoise, cheese, 1
quiter, loser, 1
awesome, cheese, 1
ghee, cheese, 1
political, the, 1
protests, political, 1
paraty, party, 1
afterburner, light, 1
exhuberant, loser, 1
neigh, light, 1
pawning, cheese, 1
contestants, break, 1
happys, day, 1
todays, day, 1
radian, light, 1
megaman, loser, 1
fates, day, 1
hangover, party, 1
choker, throat, 1
polite, political, 1
boum, party, 1
earthquake, cake, 1
scammed, loser, 1
doctrine, political, 1
sextuple, cheese, 1
fetid, cheese, 1
chuck, cheese, 1
cheeseball, party, 1
secondlife, loser, 1
scratchings, break, 1
trainwreck, loser, 1
lindberg, cheese, 1
twink, cake, 1
dislodge, throat, 1
winsome, loser, 1
thyroid, throat, 2
rolls, cheese, 1
conga, party, 1
minibus, party, 1
aluminum, light, 3
undignified, loser, 1
sunup, light, 1
dibs, cake, 1
emitting, light, 4
munsters, cheese, 1
gwbush, loser, 1
hotdish, cheese, 1
mun, day, 1
manila, light, 1
jax, cheese, 1
awakenings, dream, 1
candela, light, 2
ideology, dream, 2
spun, political, 1
tickler, line, 1
grad, party, 3
sixteen, party, 2
asocial, party, 1
keychain, light, 2
passover, day, 1
organizations, political, 1
cultures, throat, 2
amstrong, cheese, 1
sein, line, 1
ardor, day, 1
cultures, cheese, 2
unrepentant, loser, 1
moths, light, 10
splints, sore, 1
agape, suprise, 1
ruptured, break, 1
finland, cheese, 1
modo, day, 1
insecure, loser, 1
curser, line, 1
butterflies, light, 1
nerve, sore, 1
oaf, loser, 2
cheetos, cake, 1
danny, day, 1
steamers, party, 1
yutz, loser, 1
symmetrical, line, 1
longie, line, 1
repast, break, 1
sorrier, loser, 1
quickstop, break, 1
gagner, sore, 1
morris, day, 3
tagging, line, 1
ciggy, light, 1
cheese, cutter, 1
underacheiver, loser, 1
pimiento, cheese, 1
angstrom, light, 1
auch, sore, 1
chandellier, light, 2
diddle, break, 1
rest, break, 2
jaw, sore, 1
arrangement, line, 1
allergic, cheese, 1
belgium, cheese, 1
sketchy, dream, 1
light, luce, 1
cuke, cake, 2
deuteronomy, cake, 1
babie, cake, 1
decadant, cake, 1
unlink, break, 1
political, dickheads, 1
drooler, loser, 1
greek, cheese, 1
longitudinal, line, 1
inflame, light, 1
boarders, line, 1
bund, cake, 1
connector, line, 1
aperture, light, 1
brothers, party, 1
postgrad, dream, 1
bronchial, throat, 1
constipator, cheese, 1
styrofoam, light, 1
brightest, day, 2
disadvantageous, loser, 1
meningitis, throat, 1
faintly, light, 1
scaring, sore, 1
meth, loser, 1
throat, head, 1
needer, loser, 1
gifts, party, 1
confederate, swiss, 2
teir, cake, 1
faults, line, 5
political, suicide, 1
want, cheese, 1
manger, break, 1
pungent, cheese, 2
pantless, party, 1
ganache, cake, 1
americano, cheese, 1
fairie, cake, 1
smeely, cheese, 1
blurry, line, 3
recruiter, loser, 1
parma, cheese, 1
light, diet, 1
crepe, cake, 1
delicous, cake, 6
libary, loser, 1
nobodies, loser, 1
figment, line, 1
sore, sheet, 1
balmy, day, 1
dropkick, cheese, 1
horus, cheese, 1
vaseline, sore, 1
lanyard, line, 1
lawless, light, 1
sleepytime, day, 1
egomaniacal, loser, 1
liebeslied, cheese, 1
memorable, day, 2
sore, puss, 1
inflexible, party, 1
unready, day, 1
oreos, sore, 1
cae, cake, 1
bum, loser, 1
dream, baby, 1
parmasean, cheese, 1
ache, break, 3
midgit, cheese, 1
mascarade, party, 1
vomitting, party, 1
polarity, light, 1
blinder, light, 1
switching, light, 2
autocracy, political, 1
blurs, line, 1
dutiful, cheese, 1
shortcut, cake, 1
demarcation, line, 1
lolita, cheese, 1
lain, line, 1
tant, cheese, 1
festivities, party, 1
dance, break, 1
lameness, loser, 1
wisconsin, swiss, 1
strumpet, cake, 1
desserted, cake, 1
savory, cheese, 1
cookery, cake, 2
togo, party, 3
bantam, light, 2
archipelago, dream, 1
maginot, line, 1
eludes, loser, 1
fixative, light, 1
confrontational, loser, 1
fert, day, 1
laboring, party, 1
coalition, party, 3
krane, line, 1
fumbling, break, 1
session, party, 1
cultural, political, 1
successful, loser, 2
coughdrop, throat, 3
muggy, day, 3
montessori, cake, 1
dentistry, sore, 1
valiant, cheese, 1
tostada, cheese, 1
progressing, line, 1
corruptor, break, 1
expected, party, 2
discussions, political, 1
swarms, cheese, 1
fondue, party, 2
throat, stomach, 1
beaten, loser, 1
absorber, day, 1
voluminous, light, 1
spot, tomorrow, 1
nub, loser, 1
recliner, cheese, 1
rockey, cheese, 1
wizard, party, 1
li, light, 3
dedicate, cake, 1
zzzzzzzzzzzzzz, dream, 1
effluent, light, 1
helmet, cheese, 1
line, ar, 1
violation, break, 1
federline, loser, 1
sunshine, day, 2
austrian, loser, 1
wake, cake, 1
gag, party, 1
cuts, line, 1
sore, tender, 1
diodes, light, 1
cliche, line, 1
faulter, light, 1
laryngitis, sore, 2
platform, political, 1
teak, break, 1
outings, line, 1
worchester, cheese, 1
barely, cheese, 1
kasparov, cheese, 1
portable, light, 3
denigrate, loser, 1
repair, break, 6
fuses, light, 1
alliances, break, 1
pinto, spot, 1
hardcore, loser, 1
freshwater, cake, 1
electrician, light, 1
darkened, light, 3
sore, miss, 1
pebble, cheese, 1
dream, goal, 1
nincompoop, loser, 1
debates, political, 3
high, line, 1
lary, party, 1
sore, achy, 2
narcissus, loser, 1
greenland, dream, 1
heaver, light, 1
greasers, cheese, 1
gonzalez, cheese, 1
coulter, day, 1
financier, cake, 1
freddy, dream, 1
introspection, light, 1
break, beat, 1
morality, line, 1
emitter, light, 2
lesions, sore, 1
benched, loser, 1
disassembled, break, 2
guides, light, 1
intra, day, 2
sore, pustule, 1
caravans, cake, 1
booing, loser, 1
calypso, party, 1
weak, loser, 3
gop, party, 2
assassinated, political, 1
met, day, 1
caucus, party, 1
gagged, throat, 3
pott, spot, 1
combo, dream, 1
shitless, loser, 1
passivity, loser, 1
kadabra, cheese, 1
bearable, cheese, 1
gottcha, suprise, 1
homecoming, party, 5
unabashed, party, 1
tame, break, 1
boozing, party, 2
constants, light, 1
osmonds, cheese, 1
uhhhhhhh, cheese, 1
starburst, light, 2
technicolor, dream, 3
wondering, dream, 2
lozenge, sore, 2
sunbeams, light, 4
tray, line, 1
day, today, 3
crumbled, break, 1
sweep, loser, 1
ricola, cheese, 1
rejector, loser, 1
prizes, party, 1
cheese, american, 1
brainfart, loser, 1
hammy, cheese, 2
mudpie, cake, 2
primavera, cheese, 2
gels, light, 1
holed, swiss, 1
regroup, break, 1
fainted, light, 1
chili, cheese, 2
knockoff, break, 1
hazelnut, cake, 1
damns, break, 1
divinity, light, 1
jeans, day, 1
spot, freckle, 1
highlander, cheese, 1
platforms, break, 1
blameless, spot, 1
spot, weak, 1
offending, party, 1
classless, loser, 1
pioneering, day, 1
dioxide, sore, 1
babysitter, loser, 1
groove, line, 1
cormorants, break, 1
light, yup, 1
doodle, cheese, 1
snitzel, cake, 1
laborous, day, 1
confectionary, cake, 4
politico, political, 1
whimp, loser, 5
hopeful, cheese, 1
continental, swiss, 1
party, food, 2
reek, cheese, 1
day, birthday, 1
veering, loser, 1
goner, loser, 1
engadget, party, 1
unsucessful, loser, 1
bigtime, loser, 1
machu, cheese, 1
cake, yum, 2
swelled, sore, 1
jaw, line, 8
whacking, day, 1
extremists, political, 1
versailles, cheese, 1
unachievable, dream, 3
weightloss, loser, 1
modulation, party, 1
taquitos, cheese, 1
embezzle, loser, 1
winn, cheese, 1
unrequited, loser, 1
dream, jeanie, 1
doctoral, throat, 1
josiah, cheese, 1
soothes, throat, 1
pimento, cheese, 4
bonfire, party, 3
glower, light, 1
rejected, loser, 1
referendum, political, 2
fixated, light, 1
softens, light, 1
tachometer, throat, 1
derelict, loser, 1
turf, spot, 1
variance, party, 1
suprise, supplies, 1
beekeeper, loser, 1
feels, sore, 1
holliday, break, 1
blind, cheese, 1
tranquil, dream, 1
ecstasy, suprise, 1
christmas, party, 1
emerson, party, 1
oooohhhh, cake, 1
surplus, cheese, 1
lugo, light, 1
flier, cheese, 1
spock, loser, 1
disband, break, 1
confirmation, party, 1
prune, cake, 1
orderly, line, 5
swede, swiss, 1
frolic, party, 1
rasped, throat, 1
anew, day, 2
brambles, cheese, 1
posse, party, 2
optimists, dream, 1
timewaster, loser, 1
snore, cake, 1
fatso, loser, 2
worse, day, 1
whosit, line, 1
caterer, cake, 1
political, pack, 1
contingency, line, 1
unburden, light, 1
childish, dream, 1
frock, party, 1
rollerskate, party, 1
recliner, line, 1
krystal, party, 1
pustules, spot, 1
milder, cheese, 1
encircled, line, 1
synchronized, throat, 1
roleplay, party, 1
filling, cheese, 2
cheese, mac, 1
ingrate, cheese, 1
joiner, loser, 1
sleeplessness, dream, 1
welby, cheese, 1
inflammation, throat, 1
unbeliever, dream, 1
shelf, line, 1
backflip, break, 1
decadence, cake, 1
official, loser, 1
fulcrum, spot, 1
foray, day, 1
midday, break, 1
aflame, light, 3
creationist, loser, 1
lucky, break, 1
ultimate, dream, 1
devolved, spot, 1
deficient, loser, 1
hoppin, party, 1
nimrod, loser, 1
skateboard, loser, 1
jamma, cake, 2
beautiful, dream, 1
robots, dream, 1
cake, party, 3
cake, party, 3
trotting, day, 1
items, line, 1
jaunt, political, 1
crockery, break, 1
hooks, cheese, 1
hanker, cheese, 1
mixes, cake, 3
breaktime, break, 1
kittie, party, 1
postale, cake, 1
beauty, spot, 1
trigger, suprise, 1
unconciousness, light, 1
bluster, day, 2
gater, cheese, 1
following, cheese, 1
moondance, light, 1
ceiling, light, 1
bueller, day, 1
clappers, light, 2
strangles, throat, 1
boos, loser, 1
prelude, light, 1
ever, dream, 1
champion, dream, 1
fiasco, cake, 1
political, collectness, 1
cake, yes, 1
wildest, dream, 3
lithe, light, 4
cottage, camp, 1
conjure, dream, 1
watering, day, 1
lemonjello, cake, 1
drawbridge, line, 1
chilly, day, 4
enjoys, party, 2
goa, party, 1
mirage, dream, 3
cheese, chse, 1
scarface, loser, 1
commodity, cheese, 1
depressing, day, 1
gleem, light, 1
sleezy, dream, 1
cheeseburgers, cheese, 3
catnip, cheese, 1
vivaldi, cheese, 1
stormy, day, 6
sample, cheese, 3
ignoring, loser, 1
soaps, cheese, 1
pastels, light, 1
sore, bone, 1
airways, throat, 2
sore, goro, 1
horrorshow, dream, 1
d, line, 1
juvie, loser, 1
possibility, dream, 1
weal, sore, 1
dreaded, day, 1
coughing, sore, 3
shines, light, 4
fratboy, party, 3
white, line, 1
backslash, line, 1
electronic, light, 1
regurgitate, throat, 1
disassociation, break, 1
brule, cheese, 1
wildlife, party, 2
pasturize, cheese, 1
ramifications, political, 1
stale, cake, 1
enchiladas, cheese, 1
kreme, cake, 1
yeast, cake, 2
inhouse, party, 2
jailtime, loser, 1
tapdance, party, 1
combination, cake, 2
swedes, cheese, 1
toblerone, swiss, 1
break, you, 1
padlock, break, 1
lump, sore, 1
muesli, swiss, 1
lyre, line, 1
cyanide, party, 1
anticipate, dream, 1
fatso, cake, 1
spot, spit, 1
payless, party, 1
veered, line, 1
dream, fantasy, 1
junket, political, 1
lu, light, 1
clubhouse, party, 1
abrasion, sore, 2
day, all, 1
convoy, party, 1
batteries, light, 1
situation, dream, 1
lefthanded, loser, 1
poors, light, 1
censor, light, 1
myst, dream, 1
centerfold, line, 1
wakeful, dream, 2
unrest, political, 2
backstab, throat, 1
buckbeak, break, 1
ripened, cheese, 1
astounded, light, 1
mmmmmmmm, cheese, 1
oatmeal, cake, 2
suprise, sex, 2
jamaicans, party, 1
succumbed, loser, 1
tahoe, party, 1
cutlet, break, 1
stand, light, 1
radish, cheese, 1
mak, cheese, 1
outwords, line, 1
nighttime, dream, 1
appearances, day, 1
leanest, line, 1
nibbling, line, 1
waterbed, dream, 1
timesplitter, break, 1
lockhart, loser, 1
commercials, break, 4
bologne, cheese, 1
pantsy, party, 1
groupie, loser, 1
simply, cheese, 1
beech, party, 1
netherland, cheese, 1
firework, party, 4
deepthroat, sore, 1
outdone, loser, 1
darkers, light, 1
dion, cheese, 1
patina, party, 1
focused, light, 1
wifebeater, loser, 1
chex, cheese, 2
day, die, 1
follower, loser, 2
railroad, line, 2
hopeful, day, 1
commentary, political, 3
political, drama, 1
crossed, line, 3
secluded, spot, 1
weaker, loser, 1
break, life, 1
stolen, dream, 1
liar, political, 1
whined, cheese, 1
oat, cake, 5
suffragette, cheese, 1
window, light, 1
loser, jerk, 1
fiesty, party, 1
gash, sore, 1
bee, line, 2
incredible, light, 1
speach, day, 1
moron, loser, 1
bubbles, break, 1
everwood, party, 1
lillies, day, 1
ceases, break, 1
aslant, line, 1
extroverts, party, 1
cannoli, cheese, 1
barney, spot, 1
moons, cheese, 2
brut, line, 1
showing, light, 1
evaluation, day, 1
cheese, meat, 1
crunk, party, 3
bust, line, 1
emission, line, 1
spot, doggy, 1
midpoint, line, 1
sockless, party, 1
panels, light, 1
cheese, queso, 2
simmering, light, 1
loser, sucker, 3
dream, unfulfilled, 1
dream, drum, 1
humous, cheese, 1
blau, cheese, 1
tommorrow, day, 1
pronounced, dream, 1
disproportionate, cheese, 1
datum, cheese, 1
smelting, cake, 1
solar, light, 2
tither, loser, 1
pursuing, dream, 2
fontana, cheese, 1
fellas, party, 1
line, queue, 5
freudian, dream, 2
dupont, light, 1
restroom, break, 2
empathy, cheese, 1
marker, line, 1
piped, dream, 1
misfit, loser, 1
grains, cake, 1
areola, light, 1
promises, break, 4
untalented, loser, 1
mesmerised, dream, 1
twinkling, light, 1
enlightening, light, 3
crunch, break, 3
moonside, cheese, 1
hankering, cheese, 1
magnesium, light, 1
strata, cake, 1
spender, loser, 1
eons, light, 1
swatches, swiss, 1
secondary, loser, 1
moonside, light, 1
freeloader, loser, 2
paparazzi, light, 1
clothespin, line, 3
enjoy, cake, 2
circumsize, light, 1
break, repair, 1
jammers, party, 1
stacker, cheese, 1
brack, break, 1
destruct, break, 3
halftime, party, 1
firing, day, 1
cokey, line, 1
wedges, cake, 1
fey, light, 1
emerald, dream, 1
conditions, light, 1
party, good, 1
popeye, cake, 1
starfish, party, 1
registration, day, 1
finest, loser, 1
inventive, light, 1
rank, loser, 1
nightwalker, loser, 1
stine, line, 1
reminisce, dream, 1
ground, break, 1
steakout, party, 1
brigadier, light, 1
extended, day, 2
filler, loser, 1
drowner, loser, 1
cherishes, cheese, 1
indulge, cake, 2
maintenence, break, 1
breakthrough, break, 1
uhoh, loser, 1
aftershock, loser, 1
underwhelmed, light, 1
plexiglass, break, 1
staphylococcus, throat, 1
sour, cheese, 1
sirs, cheese, 1
heaviest, light, 1
macguire, cheese, 1
voracious, cake, 1
toppings, cake, 1
bounds, break, 1
pompom, party, 2
knickers, cake, 1
sore, head, 2
robbinson, swiss, 1
traces, line, 1
utopian, dream, 1
limp, cheese, 1
spot, less, 1
political, rethorical, 1
delightful, day, 2
sinker, loser, 2
cake, strawberry, 1
rains, light, 1
